TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
2987252,0,8060670,69.79,C,10159.0,306.0,185.0,mastercard,216.0,debit,337.0,87.0,40.228176,86.66344,aol.com,yahoo.com,14.0,20.0,13.0,37.0,25.0,25.0,3.0,31.0,36.0,13.0,17.0,31.0,28.0,31.0,393.0,253.0,,562.0,482.0,160.0,236.0,502.0,597.0,321.0,490.0,497.0,384.0,485.0,331.0,T,F,T,T,F,T,F,F,F,6.0,2.0,5.0,1.0,6.0,2.0,2.0,2.0,3.0,3.0,0.0,4.0,0.0,1.0,6.0,4.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,7.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,6.0,0.0,7.0,0.0,4.0,7.0
2987253,0,8077194,107.61,R,12175.0,,185.0,visa,224.0,credit,143.0,87.0,3.1527002,112.698746,hotmail.com,hotmail.com,29.0,14.0,1.0,10.0,31.0,24.0,17.0,32.0,13.0,28.0,8.0,30.0,35.0,27.0,565.0,274.0,,367.0,240.0,579.0,338.0,543.0,282.0,176.0,256.0,5.0,461.0,421.0,476.0,T,F,T,F,T,F,F,T,F,6.0,0.0,6.0,1.0,3.0,5.0,,4.0,3.0,5.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,2.0,2.0,6.0,3.0,7.0,0.0,0.0,6.0,7.0,6.0,1.0,5.0,4.0,3.0,5.0,6.0,4.0,7.0,2.0,0.0,5.0,2.0,7.0
2987254,0,8077388,18.18,C,13850.0,,150.0,discover,176.0,debit,404.0,87.0,31.456388,192.4127,aol.com,hotmail.com,4.0,11.0,5.0,23.0,35.0,29.0,12.0,38.0,1.0,26.0,4.0,18.0,21.0,22.0,555.0,296.0,,258.0,265.0,571.0,175.0,278.0,402.0,528.0,360.0,21.0,377.0,380.0,376.0,F,F,F,F,F,F,F,T,F,2.0,7.0,1.0,0.0,6.0,4.0,,5.0,2.0,4.0,6.0,6.0,1.0,7.0,1.0,7.0,2.0,6.0,5.0,0.0,7.0,4.0,2.0,3.0,0.0,7.0,5.0,1.0,3.0,3.0,3.0,0.0,7.0,1.0,1.0,3.0,7.0,0.0,5.0,6.0
2987255,0,8079441,17.36,S,13012.0,474.0,185.0,visa,188.0,debit,118.0,87.0,1.7168332,211.14374,gmail.com,yahoo.com,26.0,29.0,38.0,35.0,31.0,18.0,8.0,19.0,26.0,7.0,35.0,14.0,2.0,39.0,514.0,413.0,131.0,74.0,442.0,597.0,247.0,495.0,50.0,18.0,370.0,530.0,305.0,533.0,400.0,F,T,F,F,T,T,F,F,F,5.0,6.0,1.0,5.0,6.0,7.0,1.0,6.0,5.0,5.0,1.0,1.0,6.0,3.0,3.0,5.0,5.0,6.0,5.0,3.0,2.0,2.0,7.0,1.0,7.0,7.0,0.0,6.0,6.0,5.0,4.0,7.0,1.0,6.0,1.0,5.0,4.0,5.0,3.0,5.0
2987256,0,8148973,184.04,R,3336.0,,150.0,visa,197.0,debit,220.0,87.0,32.270126,,yahoo.com,yahoo.com,23.0,9.0,18.0,14.0,31.0,38.0,4.0,3.0,3.0,19.0,28.0,16.0,32.0,35.0,107.0,176.0,118.0,,383.0,226.0,211.0,529.0,567.0,69.0,471.0,84.0,463.0,194.0,502.0,F,F,T,F,T,F,T,F,T,5.0,7.0,3.0,3.0,1.0,2.0,,4.0,5.0,1.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0,2.0,5.0,1.0,6.0,5.0,5.0,4.0,3.0,5.0,4.0,6.0,0.0,5.0,0.0,1.0,2.0,7.0,7.0,5.0,6.0,4.0,7.0,3.0
2987257,0,8178807,34.69,S,18103.0,,185.0,visa,172.0,credit,417.0,87.0,4.9260054,,gmail.com,hotmail.com,36.0,4.0,5.0,26.0,34.0,13.0,35.0,7.0,11.0,21.0,18.0,25.0,37.0,8.0,200.0,358.0,520.0,97.0,316.0,554.0,64.0,535.0,10.0,107.0,481.0,436.0,489.0,273.0,589.0,T,F,T,T,T,T,F,T,F,3.0,0.0,6.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,5.0,0.0,4.0,4.0,6.0,6.0,4.0,0.0,6.0,2.0,5.0,0.0,4.0,2.0,2.0,1.0,6.0,3.0,1.0,2.0,7.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,1.0
2987258,0,8185877,11.49,H,3867.0,312.0,185.0,mastercard,125.0,debit,322.0,87.0,17.236244,226.58824,anonymous.com,hotmail.com,4.0,35.0,1.0,27.0,9.0,0.0,24.0,35.0,28.0,18.0,8.0,25.0,12.0,6.0,34.0,146.0,,432.0,259.0,483.0,472.0,89.0,205.0,391.0,61.0,252.0,227.0,337.0,345.0,T,F,T,F,F,T,T,T,F,3.0,0.0,5.0,2.0,0.0,7.0,,7.0,5.0,5.0,2.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,7.0,4.0,2.0,4.0,7.0,3.0,0.0,3.0,4.0,1.0,2.0,3.0,0.0,5.0,0.0,6.0,7.0,6.0,2.0,4.0,4.0,7.0
2987259,0,8201741,88.96,W,8166.0,265.0,185.0,american express,160.0,debit,434.0,87.0,9.595949,34.53403,hotmail.com,gmail.com,16.0,13.0,14.0,33.0,11.0,27.0,27.0,33.0,23.0,0.0,3.0,20.0,17.0,15.0,56.0,533.0,448.0,181.0,585.0,522.0,534.0,88.0,435.0,61.0,0.0,472.0,565.0,401.0,264.0,F,T,F,F,T,F,F,F,F,1.0,1.0,3.0,5.0,0.0,2.0,7.0,7.0,1.0,4.0,0.0,1.0,4.0,5.0,2.0,6.0,0.0,4.0,3.0,4.0,6.0,0.0,7.0,3.0,7.0,3.0,3.0,4.0,7.0,3.0,7.0,2.0,0.0,4.0,1.0,5.0,5.0,2.0,3.0,4.0
2987260,0,8216002,90.9,C,12355.0,,185.0,visa,133.0,debit,351.0,87.0,19.963793,,yahoo.com,hotmail.com,39.0,25.0,39.0,38.0,21.0,26.0,4.0,0.0,24.0,7.0,6.0,21.0,22.0,33.0,138.0,50.0,,,39.0,328.0,295.0,241.0,581.0,478.0,147.0,399.0,592.0,285.0,391.0,T,F,F,F,F,F,F,F,T,1.0,0.0,6.0,2.0,7.0,1.0,2.0,7.0,3.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,1.0,7.0,0.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,6.0,2.0,5.0,3.0,6.0,1.0,1.0,4.0,7.0,3.0
2987261,0,8252120,10.14,H,8018.0,163.0,150.0,american express,165.0,debit,470.0,87.0,15.256936,,yahoo.com,gmail.com,15.0,28.0,15.0,24.0,18.0,39.0,13.0,14.0,30.0,20.0,4.0,39.0,26.0,38.0,168.0,40.0,,102.0,33.0,167.0,122.0,302.0,102.0,117.0,316.0,43.0,433.0,264.0,444.0,F,T,T,F,F,T,F,F,F,7.0,3.0,3.0,3.0,5.0,6.0,0.0,6.0,7.0,7.0,1.0,5.0,4.0,4.0,1.0,5.0,7.0,7.0,7.0,6.0,6.0,1.0,0.0,5.0,4.0,5.0,4.0,3.0,7.0,2.0,2.0,7.0,4.0,2.0,7.0,2.0,0.0,1.0,0.0,3.0
2987262,0,8267586,70.28,R,5230.0,315.0,150.0,mastercard,186.0,debit,347.0,87.0,3.6860435,67.79016,anonymous.com,yahoo.com,26.0,33.0,39.0,23.0,28.0,15.0,24.0,9.0,6.0,10.0,21.0,10.0,26.0,28.0,9.0,22.0,399.0,225.0,287.0,136.0,385.0,574.0,396.0,405.0,509.0,202.0,557.0,99.0,591.0,F,T,F,T,T,F,T,T,T,5.0,5.0,7.0,5.0,3.0,6.0,3.0,6.0,5.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,6.0,1.0,5.0,7.0,0.0,7.0,6.0,1.0,5.0,1.0,7.0,0.0,0.0,7.0,0.0,4.0,1.0,6.0,4.0,6.0,4.0,1.0
2987263,0,8329193,122.63,C,17066.0,,185.0,visa,129.0,credit,124.0,87.0,3.396486,,gmail.com,gmail.com,6.0,25.0,19.0,34.0,0.0,16.0,21.0,12.0,31.0,21.0,7.0,6.0,15.0,27.0,505.0,209.0,,,20.0,579.0,320.0,190.0,112.0,477.0,391.0,425.0,63.0,382.0,419.0,F,T,F,F,T,F,F,F,T,4.0,1.0,6.0,5.0,1.0,0.0,5.0,0.0,5.0,7.0,5.0,5.0,5.0,3.0,7.0,6.0,0.0,5.0,0.0,5.0,6.0,2.0,6.0,7.0,4.0,0.0,0.0,6.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,0.0,0.0,6.0,3.0
2987264,0,8343272,82.42,R,2244.0,,150.0,mastercard,134.0,debit,131.0,87.0,1.785226,276.649,hotmail.com,hotmail.com,29.0,28.0,30.0,27.0,5.0,22.0,27.0,25.0,23.0,6.0,5.0,31.0,34.0,9.0,316.0,363.0,,249.0,204.0,301.0,330.0,498.0,30.0,527.0,81.0,552.0,324.0,74.0,572.0,T,F,T,F,T,T,F,T,F,5.0,3.0,1.0,5.0,4.0,6.0,,4.0,6.0,5.0,2.0,4.0,7.0,3.0,6.0,4.0,2.0,0.0,3.0,7.0,6.0,3.0,6.0,0.0,2.0,4.0,7.0,7.0,1.0,1.0,7.0,0.0,0.0,4.0,0.0,2.0,7.0,1.0,2.0,6.0
2987265,0,8354874,109.42,S,5278.0,525.0,185.0,discover,215.0,debit,441.0,87.0,22.159792,125.30353,anonymous.com,gmail.com,11.0,33.0,31.0,14.0,29.0,15.0,26.0,20.0,16.0,29.0,11.0,37.0,32.0,23.0,393.0,591.0,4.0,,341.0,556.0,356.0,532.0,254.0,175.0,430.0,482.0,390.0,284.0,439.0,T,T,T,T,F,F,T,T,F,3.0,4.0,3.0,3.0,4.0,5.0,0.0,3.0,4.0,0.0,6.0,2.0,2.0,3.0,7.0,7.0,5.0,2.0,7.0,2.0,7.0,7.0,6.0,5.0,6.0,7.0,4.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,6.0,6.0,5.0,5.0,4.0,4.0
2987266,0,8413306,11.65,C,18278.0,,185.0,visa,152.0,credit,116.0,87.0,2.573604,,yahoo.com,hotmail.com,22.0,37.0,1.0,25.0,32.0,31.0,16.0,19.0,18.0,7.0,27.0,24.0,37.0,7.0,392.0,272.0,44.0,158.0,243.0,332.0,430.0,579.0,345.0,44.0,280.0,535.0,556.0,245.0,571.0,T,T,T,T,T,T,T,F,F,1.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,5.0,7.0,5.0,6.0,2.0,6.0,5.0,5.0,4.0,7.0,3.0,0.0,4.0,6.0,4.0,5.0,0.0,6.0,5.0,3.0,0.0,3.0,2.0,5.0,5.0,0.0,2.0,3.0
2987267,0,8430107,78.58,W,13698.0,323.0,185.0,visa,127.0,debit,265.0,87.0,12.339585,,yahoo.com,gmail.com,35.0,1.0,0.0,21.0,12.0,17.0,31.0,17.0,20.0,25.0,19.0,16.0,23.0,21.0,580.0,109.0,206.0,,121.0,320.0,24.0,113.0,158.0,454.0,221.0,573.0,72.0,465.0,450.0,F,T,F,T,T,F,T,F,F,7.0,3.0,1.0,6.0,0.0,4.0,4.0,0.0,3.0,2.0,5.0,2.0,0.0,2.0,3.0,7.0,3.0,5.0,1.0,2.0,7.0,1.0,4.0,3.0,1.0,0.0,3.0,7.0,6.0,1.0,7.0,0.0,4.0,5.0,5.0,4.0,4.0,7.0,3.0,0.0
2987268,0,8441704,39.14,C,2513.0,,150.0,american express,199.0,debit,107.0,87.0,11.533816,283.42963,yahoo.com,gmail.com,26.0,29.0,36.0,9.0,12.0,31.0,10.0,25.0,22.0,33.0,6.0,13.0,3.0,7.0,88.0,220.0,,241.0,170.0,43.0,59.0,145.0,583.0,269.0,462.0,536.0,483.0,285.0,530.0,T,F,F,F,F,T,T,F,F,7.0,4.0,0.0,6.0,3.0,1.0,5.0,1.0,6.0,7.0,4.0,6.0,3.0,6.0,1.0,1.0,0.0,3.0,5.0,7.0,0.0,6.0,1.0,5.0,6.0,4.0,0.0,4.0,5.0,0.0,1.0,6.0,0.0,6.0,4.0,0.0,4.0,0.0,7.0,3.0
2987269,0,8442695,32.1,S,14129.0,,185.0,discover,200.0,debit,233.0,87.0,13.254547,,hotmail.com,yahoo.com,18.0,6.0,37.0,20.0,22.0,17.0,3.0,27.0,13.0,14.0,29.0,18.0,33.0,3.0,205.0,76.0,,541.0,362.0,241.0,57.0,131.0,369.0,569.0,177.0,348.0,46.0,3.0,114.0,F,T,T,F,T,T,F,F,T,1.0,7.0,0.0,0.0,4.0,1.0,4.0,7.0,5.0,4.0,5.0,2.0,7.0,5.0,7.0,3.0,5.0,7.0,1.0,7.0,3.0,5.0,0.0,4.0,6.0,4.0,5.0,0.0,2.0,2.0,4.0,0.0,6.0,2.0,4.0,5.0,7.0,4.0,2.0,1.0
2987270,0,8476813,142.25,H,17869.0,152.0,150.0,mastercard,215.0,credit,361.0,87.0,24.609545,77.65024,yahoo.com,hotmail.com,7.0,35.0,5.0,24.0,19.0,9.0,36.0,1.0,8.0,5.0,19.0,2.0,3.0,38.0,185.0,283.0,,577.0,570.0,333.0,92.0,441.0,262.0,112.0,371.0,201.0,214.0,303.0,595.0,F,F,T,T,T,T,F,T,T,6.0,2.0,0.0,6.0,6.0,1.0,2.0,7.0,4.0,2.0,7.0,5.0,0.0,4.0,7.0,3.0,1.0,6.0,2.0,2.0,3.0,4.0,1.0,6.0,1.0,3.0,2.0,5.0,5.0,0.0,6.0,2.0,7.0,4.0,1.0,1.0,0.0,7.0,1.0,3.0
2987271,0,8486055,277.88,S,2701.0,479.0,150.0,american express,206.0,credit,176.0,87.0,8.0927925,,yahoo.com,gmail.com,13.0,1.0,25.0,36.0,6.0,39.0,0.0,5.0,6.0,0.0,7.0,21.0,7.0,35.0,330.0,437.0,,,468.0,65.0,583.0,412.0,291.0,344.0,109.0,304.0,415.0,129.0,209.0,T,T,T,T,T,T,F,F,T,3.0,0.0,5.0,7.0,3.0,1.0,,5.0,1.0,7.0,7.0,2.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0,5.0,5.0,7.0,7.0,4.0,6.0,0.0,0.0,6.0,2.0,2.0,7.0,1.0,5.0,4.0,1.0
2987272,0,8570323,393.0,S,8204.0,,150.0,american express,238.0,credit,305.0,87.0,14.538516,319.6348,hotmail.com,gmail.com,33.0,9.0,36.0,23.0,20.0,21.0,11.0,13.0,13.0,14.0,27.0,10.0,11.0,27.0,315.0,21.0,,67.0,328.0,97.0,438.0,244.0,278.0,71.0,228.0,477.0,174.0,228.0,478.0,T,F,T,F,T,T,F,F,F,5.0,6.0,3.0,7.0,0.0,4.0,,0.0,6.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,5.0,0.0,5.0,0.0,6.0,5.0,3.0,7.0,7.0,3.0,5.0,2.0,6.0,7.0,3.0,3.0,6.0,6.0,4.0,1.0,5.0,5.0,3.0,7.0
2987273,0,8584235,231.9,W,9147.0,,185.0,mastercard,180.0,credit,538.0,87.0,141.93416,65.61768,gmail.com,gmail.com,8.0,7.0,38.0,6.0,32.0,28.0,4.0,17.0,10.0,4.0,39.0,10.0,7.0,25.0,474.0,466.0,,,82.0,354.0,398.0,53.0,66.0,291.0,334.0,255.0,500.0,177.0,235.0,T,F,T,F,F,F,T,T,F,0.0,4.0,3.0,2.0,7.0,6.0,,5.0,2.0,6.0,7.0,4.0,3.0,6.0,3.0,0.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,5.0,6.0,7.0,3.0,1.0,0.0,6.0,2.0,6.0,6.0,2.0,0.0,0.0,0.0,5.0,6.0,1.0
2987274,0,8591225,48.39,C,3279.0,188.0,185.0,discover,140.0,credit,131.0,87.0,55.27006,70.81278,hotmail.com,yahoo.com,26.0,24.0,11.0,39.0,29.0,23.0,9.0,39.0,20.0,35.0,21.0,22.0,28.0,9.0,336.0,137.0,,,145.0,148.0,419.0,312.0,363.0,0.0,374.0,498.0,558.0,99.0,274.0,T,T,T,F,F,T,F,F,F,3.0,3.0,6.0,4.0,3.0,3.0,7.0,1.0,2.0,6.0,5.0,3.0,1.0,1.0,3.0,6.0,4.0,7.0,0.0,7.0,5.0,3.0,3.0,5.0,1.0,7.0,0.0,2.0,1.0,6.0,1.0,1.0,7.0,5.0,3.0,3.0,1.0,5.0,0.0,0.0
2987275,0,8729737,80.48,W,4489.0,110.0,185.0,visa,220.0,credit,128.0,87.0,76.959305,,gmail.com,gmail.com,19.0,0.0,32.0,23.0,32.0,14.0,15.0,35.0,36.0,38.0,6.0,38.0,17.0,22.0,140.0,403.0,577.0,,264.0,420.0,20.0,439.0,470.0,450.0,551.0,420.0,95.0,567.0,448.0,F,F,F,T,T,T,T,T,F,0.0,5.0,6.0,0.0,5.0,0.0,,5.0,0.0,3.0,2.0,5.0,0.0,4.0,7.0,3.0,7.0,1.0,4.0,1.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,0.0,1.0,1.0,7.0,3.0,5.0,2.0,0.0,1.0,7.0,5.0
2987276,0,8753215,126.91,W,4023.0,588.0,185.0,mastercard,137.0,credit,219.0,87.0,16.5503,81.92643,gmail.com,hotmail.com,12.0,0.0,25.0,11.0,25.0,38.0,5.0,25.0,4.0,39.0,12.0,8.0,8.0,29.0,338.0,489.0,,,148.0,276.0,127.0,284.0,252.0,362.0,174.0,125.0,154.0,152.0,324.0,F,T,F,F,T,T,T,T,F,6.0,7.0,4.0,0.0,0.0,3.0,,0.0,1.0,0.0,7.0,7.0,2.0,6.0,0.0,6.0,3.0,4.0,1.0,6.0,4.0,1.0,7.0,1.0,0.0,3.0,6.0,4.0,2.0,4.0,7.0,7.0,1.0,2.0,3.0,2.0,0.0,2.0,5.0,2.0
2987277,0,8783808,62.38,S,4225.0,,150.0,discover,140.0,credit,463.0,87.0,8.555266,85.03715,yahoo.com,gmail.com,28.0,20.0,37.0,30.0,35.0,14.0,18.0,1.0,12.0,36.0,23.0,36.0,0.0,21.0,578.0,465.0,,464.0,413.0,242.0,476.0,160.0,255.0,58.0,537.0,552.0,44.0,304.0,429.0,T,F,T,T,T,T,F,F,T,3.0,1.0,3.0,4.0,0.0,5.0,3.0,2.0,1.0,7.0,1.0,6.0,4.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,0.0,7.0,0.0,4.0,1.0,4.0,4.0,3.0,7.0,3.0,1.0,6.0,7.0
2987278,0,8810630,63.04,S,8021.0,156.0,150.0,visa,215.0,credit,278.0,87.0,21.536182,,yahoo.com,hotmail.com,14.0,38.0,5.0,15.0,9.0,39.0,37.0,4.0,1.0,23.0,39.0,20.0,8.0,11.0,347.0,401.0,,,219.0,70.0,277.0,355.0,546.0,299.0,489.0,507.0,426.0,496.0,47.0,F,F,F,F,F,T,F,T,T,2.0,6.0,5.0,1.0,0.0,6.0,,0.0,0.0,7.0,3.0,7.0,5.0,1.0,6.0,0.0,2.0,6.0,1.0,3.0,5.0,1.0,7.0,2.0,4.0,7.0,5.0,4.0,7.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,5.0,1.0,3.0,3.0
2987279,0,8820885,135.12,W,9070.0,,185.0,american express,223.0,debit,381.0,87.0,13.834987,16.9604,gmail.com,hotmail.com,11.0,21.0,24.0,14.0,1.0,17.0,5.0,18.0,38.0,13.0,37.0,38.0,27.0,15.0,355.0,416.0,,21.0,500.0,243.0,305.0,396.0,366.0,256.0,215.0,359.0,531.0,218.0,500.0,T,T,F,F,F,F,T,F,T,5.0,5.0,3.0,1.0,6.0,5.0,,7.0,0.0,3.0,1.0,0.0,2.0,4.0,6.0,6.0,4.0,5.0,2.0,1.0,7.0,2.0,7.0,5.0,0.0,2.0,0.0,6.0,0.0,3.0,5.0,4.0,6.0,5.0,4.0,6.0,0.0,1.0,3.0,5.0
2987280,0,8828869,51.15,H,5140.0,,150.0,american express,147.0,debit,114.0,87.0,60.066643,103.08675,aol.com,hotmail.com,21.0,17.0,0.0,33.0,4.0,0.0,37.0,23.0,28.0,17.0,37.0,15.0,31.0,33.0,105.0,112.0,523.0,272.0,161.0,325.0,450.0,354.0,178.0,404.0,84.0,116.0,360.0,562.0,245.0,T,T,F,F,F,T,T,F,T,7.0,4.0,3.0,2.0,1.0,2.0,,4.0,2.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,7.0,7.0,1.0,5.0,2.0,3.0,4.0,2.0,5.0,6.0,3.0,1.0,3.0,5.0,4.0,2.0,0.0,6.0,5.0,1.0,7.0,5.0,2.0,6.0
2987281,0,8832073,24.48,R,6036.0,,150.0,mastercard,202.0,credit,423.0,87.0,66.06385,,yahoo.com,hotmail.com,30.0,26.0,14.0,34.0,39.0,1.0,16.0,26.0,9.0,10.0,33.0,39.0,11.0,10.0,4.0,81.0,,256.0,297.0,343.0,45.0,523.0,2.0,299.0,154.0,136.0,79.0,242.0,473.0,T,T,F,F,T,F,T,F,T,2.0,6.0,2.0,3.0,6.0,5.0,,7.0,6.0,2.0,7.0,5.0,1.0,7.0,3.0,3.0,5.0,7.0,6.0,4.0,2.0,1.0,7.0,1.0,2.0,4.0,6.0,4.0,5.0,2.0,3.0,7.0,3.0,5.0,0.0,4.0,6.0,7.0,6.0,7.0
2987282,0,8865787,34.61,W,4344.0,,185.0,mastercard,229.0,debit,129.0,87.0,29.048466,9.9278965,aol.com,hotmail.com,34.0,22.0,0.0,20.0,25.0,38.0,23.0,5.0,16.0,33.0,22.0,26.0,2.0,38.0,125.0,228.0,,,428.0,162.0,479.0,188.0,493.0,275.0,394.0,503.0,104.0,568.0,171.0,T,T,F,T,T,F,T,F,F,5.0,2.0,1.0,1.0,7.0,0.0,,0.0,6.0,1.0,6.0,3.0,5.0,2.0,2.0,7.0,0.0,6.0,0.0,6.0,0.0,7.0,1.0,6.0,6.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,6.0,7.0,1.0,5.0,4.0,0.0,6.0
2987283,0,8899632,109.65,S,14851.0,237.0,185.0,visa,211.0,debit,413.0,87.0,20.404701,174.90132,aol.com,gmail.com,25.0,15.0,17.0,14.0,9.0,21.0,17.0,35.0,28.0,17.0,25.0,26.0,22.0,30.0,15.0,364.0,168.0,59.0,123.0,16.0,408.0,365.0,375.0,498.0,473.0,10.0,21.0,271.0,357.0,F,F,T,F,F,T,T,F,F,5.0,6.0,1.0,6.0,5.0,3.0,,5.0,1.0,4.0,0.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,7.0,7.0,4.0,5.0,7.0,5.0,7.0,0.0,6.0,6.0,4.0,4.0,6.0,3.0,6.0,1.0,0.0,0.0,4.0,4.0
2987284,0,8915669,54.78,S,4684.0,,150.0,discover,100.0,credit,165.0,87.0,16.22592,,aol.com,yahoo.com,26.0,23.0,32.0,34.0,34.0,15.0,12.0,19.0,38.0,15.0,29.0,22.0,31.0,35.0,271.0,370.0,,367.0,456.0,560.0,242.0,513.0,375.0,311.0,367.0,290.0,293.0,8.0,352.0,F,T,F,T,T,F,T,T,T,3.0,4.0,5.0,5.0,7.0,4.0,,3.0,3.0,4.0,2.0,0.0,6.0,6.0,0.0,7.0,3.0,7.0,0.0,0.0,4.0,3.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,1.0,7.0,7.0,2.0,4.0,6.0,1.0,4.0,5.0,2.0,6.0
2987285,0,8926383,79.38,R,16792.0,132.0,185.0,visa,193.0,credit,477.0,87.0,24.301035,,aol.com,hotmail.com,31.0,0.0,26.0,6.0,12.0,32.0,4.0,23.0,22.0,27.0,28.0,18.0,2.0,20.0,529.0,466.0,,,351.0,574.0,299.0,127.0,169.0,488.0,434.0,371.0,432.0,520.0,83.0,F,T,T,T,T,T,T,F,F,6.0,7.0,6.0,6.0,7.0,0.0,0.0,3.0,6.0,2.0,2.0,6.0,1.0,3.0,0.0,4.0,4.0,0.0,4.0,1.0,4.0,4.0,0.0,7.0,5.0,4.0,6.0,6.0,0.0,3.0,6.0,5.0,7.0,3.0,5.0,2.0,7.0,4.0,5.0,2.0
2987286,0,8975513,114.1,H,10376.0,,150.0,mastercard,123.0,credit,230.0,87.0,5.1181355,,gmail.com,yahoo.com,10.0,9.0,12.0,29.0,23.0,24.0,23.0,1.0,10.0,14.0,25.0,21.0,31.0,8.0,268.0,185.0,318.0,,388.0,542.0,44.0,168.0,111.0,531.0,61.0,139.0,90.0,518.0,284.0,T,T,F,F,F,F,T,F,F,1.0,3.0,3.0,7.0,5.0,0.0,6.0,6.0,5.0,5.0,0.0,6.0,5.0,1.0,0.0,0.0,4.0,0.0,6.0,3.0,2.0,2.0,1.0,6.0,0.0,7.0,5.0,5.0,4.0,2.0,3.0,0.0,3.0,4.0,4.0,3.0,1.0,6.0,7.0,6.0
2987287,0,8994837,36.15,C,14967.0,,150.0,discover,218.0,debit,180.0,87.0,71.85693,,yahoo.com,hotmail.com,10.0,26.0,17.0,23.0,9.0,26.0,36.0,32.0,27.0,14.0,5.0,34.0,6.0,1.0,387.0,519.0,576.0,,272.0,173.0,122.0,29.0,296.0,508.0,303.0,518.0,508.0,577.0,381.0,F,F,T,F,T,F,F,T,T,7.0,5.0,0.0,4.0,6.0,6.0,7.0,0.0,7.0,4.0,4.0,0.0,2.0,7.0,7.0,6.0,4.0,4.0,6.0,3.0,0.0,1.0,1.0,7.0,7.0,6.0,7.0,0.0,1.0,6.0,1.0,1.0,5.0,1.0,4.0,6.0,4.0,3.0,5.0,6.0
2987288,0,9083175,125.45,H,12073.0,561.0,150.0,discover,109.0,debit,248.0,87.0,10.956601,,anonymous.com,hotmail.com,19.0,13.0,14.0,34.0,3.0,27.0,20.0,21.0,27.0,9.0,35.0,31.0,10.0,21.0,513.0,269.0,376.0,136.0,561.0,361.0,147.0,224.0,454.0,573.0,524.0,313.0,151.0,74.0,501.0,F,F,T,T,T,F,T,F,T,3.0,3.0,4.0,2.0,4.0,1.0,1.0,7.0,3.0,0.0,0.0,4.0,7.0,5.0,3.0,0.0,6.0,5.0,0.0,2.0,6.0,7.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,4.0,0.0,1.0,4.0,6.0,4.0,6.0,4.0,3.0,0.0,3.0
2987289,0,9126106,82.82,R,5628.0,390.0,185.0,discover,239.0,debit,100.0,87.0,10.323848,24.87865,hotmail.com,hotmail.com,25.0,2.0,29.0,16.0,10.0,7.0,23.0,8.0,25.0,2.0,0.0,0.0,24.0,15.0,457.0,147.0,485.0,,463.0,84.0,526.0,26.0,178.0,418.0,233.0,39.0,308.0,506.0,532.0,F,F,T,F,F,F,T,F,F,0.0,3.0,7.0,7.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,5.0,6.0,7.0,6.0,7.0,6.0,3.0,5.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,1.0,7.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,0.0
