loan_status,issue_d,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,fico_range_high
Fully Paid,Feb-2015,37000.0,18500.0, 36 months,17.43,505.2,D,C1,10+ years,RENT,162517.33,Not Verified,debt_consolidation,NY,16.19,3.0,Oct-1995,745.0,5.0,50.0,12.0,2.0,57167.05,16.1,31.0,Joint App,4.0,1.0,749.0
Fully Paid,Oct-2013,34500.0,32500.0, 36 months,30.56,893.82,D,F5,< 1 year,OWN,72332.28,Source Verified,home_improvement,NY,17.95,1.0,Dec-2002,705.0,3.0,61.0,4.0,2.0,208.92,81.4,31.0,Joint App,4.0,0.0,709.0
Current,Mar-2017,39500.0,6000.0, 60 months,7.7,1085.55,E,C4,< 1 year,MORTGAGE,83928.02,Not Verified,home_improvement,IL,15.0,3.0,Dec-2003,695.0,2.0,19.0,4.0,0.0,12767.5,51.0,28.0,Joint App,2.0,1.0,699.0
Fully Paid,Aug-2018,37000.0,34000.0, 36 months,15.86,680.7,F,C4,1 year,RENT,60507.47,Not Verified,credit_card,FL,1.51,2.0,Sep-2004,835.0,0.0,13.0,11.0,1.0,10811.65,84.8,24.0,Individual,2.0,0.0,839.0
Current,Oct-2013,10500.0,10000.0, 60 months,27.71,259.75,D,D2,1 year,OWN,32343.26,Not Verified,other,IL,11.71,1.0,Nov-2009,760.0,5.0,21.0,14.0,2.0,46878.27,8.7,25.0,Joint App,0.0,0.0,764.0
Charged Off,Apr-2017,9000.0,6000.0, 60 months,12.57,183.1,A,F4,3 years,MORTGAGE,44619.09,Not Verified,credit_card,FL,4.91,2.0,Jul-2003,735.0,5.0,118.0,16.0,2.0,35884.8,4.3,35.0,Individual,0.0,0.0,739.0
Charged Off,Oct-2013,14500.0,28500.0, 36 months,25.47,1499.66,A,B1,1 year,MORTGAGE,28936.36,Source Verified,home_improvement,IL,4.09,3.0,Aug-2001,670.0,5.0,86.0,10.0,1.0,10640.02,63.7,54.0,Joint App,2.0,0.0,674.0
Fully Paid,Nov-2016,19500.0,31500.0, 36 months,15.1,699.37,B,G4,1 year,RENT,27799.52,Verified,credit_card,CA,22.43,0.0,Sep-1996,800.0,2.0,15.0,11.0,2.0,48838.26,15.0,58.0,Joint App,2.0,1.0,804.0
Current,May-2017,35500.0,24500.0, 60 months,30.39,1312.62,D,D3,3 years,OWN,76194.87,Source Verified,home_improvement,TX,3.95,0.0,Jun-1997,745.0,3.0,36.0,9.0,1.0,21208.49,52.5,52.0,Joint App,1.0,0.0,749.0
Fully Paid,Jan-2015,29500.0,5500.0, 60 months,27.92,739.09,E,E2,3 years,RENT,30518.65,Source Verified,debt_consolidation,NY,4.12,1.0,Aug-2006,730.0,2.0,49.0,16.0,1.0,27651.41,1.4,10.0,Joint App,0.0,0.0,734.0
Charged Off,Jan-2017,26000.0,5500.0, 60 months,13.01,1385.87,F,G4,10+ years,RENT,72528.32,Not Verified,credit_card,NY,19.22,0.0,May-1999,780.0,1.0,21.0,21.0,1.0,23238.4,78.0,21.0,Individual,4.0,0.0,784.0
Charged Off,Nov-2013,35500.0,16000.0, 36 months,25.02,159.01,B,D4,3 years,RENT,27416.67,Source Verified,home_improvement,NY,17.69,3.0,May-2004,680.0,1.0,102.0,3.0,2.0,31282.81,90.0,46.0,Joint App,2.0,1.0,684.0
Charged Off,Jul-2012,26500.0,18500.0, 36 months,13.92,197.61,F,B3,3 years,OWN,71526.97,Source Verified,home_improvement,NY,5.51,3.0,Jun-1992,755.0,2.0,112.0,15.0,2.0,28808.55,83.9,34.0,Joint App,2.0,1.0,759.0
Current,Aug-2012,15500.0,40000.0, 60 months,20.82,1396.56,E,F1,5 years,RENT,44658.08,Verified,credit_card,TX,0.18,2.0,Jul-1992,815.0,3.0,29.0,20.0,0.0,16475.04,95.8,22.0,Individual,2.0,1.0,819.0
Fully Paid,Jan-2015,17000.0,12000.0, 60 months,22.16,1422.81,A,A1,< 1 year,RENT,139242.09,Not Verified,home_improvement,IL,7.72,3.0,Apr-1994,745.0,0.0,1.0,20.0,0.0,25473.36,90.3,21.0,Joint App,2.0,1.0,749.0
Fully Paid,Mar-2018,21000.0,8500.0, 36 months,26.54,492.63,C,D5,5 years,RENT,72709.79,Source Verified,home_improvement,FL,9.44,0.0,Dec-1993,660.0,4.0,32.0,17.0,1.0,54500.23,44.4,10.0,Joint App,3.0,1.0,664.0
Fully Paid,Nov-2012,4500.0,38000.0, 60 months,5.93,552.09,C,G2,10+ years,OWN,125676.92,Verified,credit_card,NY,32.01,2.0,Mar-2002,700.0,2.0,69.0,16.0,2.0,30173.65,39.8,22.0,Individual,3.0,1.0,704.0
Fully Paid,Feb-2015,30000.0,7000.0, 60 months,10.94,695.1,G,C2,1 year,OWN,38048.31,Verified,debt_consolidation,TX,36.62,1.0,Oct-2002,670.0,5.0,97.0,21.0,1.0,54983.18,89.6,27.0,Joint App,2.0,1.0,674.0
Fully Paid,Oct-2016,26500.0,2000.0, 36 months,23.53,641.76,G,E4,< 1 year,OWN,61925.42,Not Verified,home_improvement,TX,16.24,1.0,Mar-2001,750.0,1.0,40.0,12.0,1.0,33007.62,92.7,27.0,Individual,0.0,0.0,754.0
Fully Paid,May-2013,29500.0,17500.0, 36 months,19.73,309.37,F,D2,1 year,RENT,33234.63,Verified,other,NY,16.2,1.0,Oct-1995,725.0,0.0,32.0,17.0,0.0,46129.04,97.3,34.0,Joint App,4.0,1.0,729.0
Fully Paid,Dec-2016,22000.0,16500.0, 60 months,17.99,1350.61,D,B2,1 year,OWN,46715.76,Source Verified,other,TX,28.5,2.0,Jul-2001,680.0,1.0,29.0,10.0,0.0,17615.48,76.8,19.0,Individual,1.0,1.0,684.0
Fully Paid,Feb-2014,31500.0,25000.0, 60 months,6.71,402.36,D,C4,3 years,OWN,51161.24,Source Verified,home_improvement,FL,25.08,2.0,May-1992,785.0,5.0,0.0,14.0,2.0,47424.81,20.2,15.0,Individual,0.0,1.0,789.0
Fully Paid,Jul-2017,38500.0,35500.0, 36 months,14.22,1066.75,C,D3,10+ years,RENT,38734.47,Verified,other,NY,7.37,0.0,Jun-1999,690.0,1.0,1.0,5.0,1.0,15859.3,94.5,53.0,Joint App,0.0,1.0,694.0
Charged Off,Dec-2015,23500.0,37500.0, 36 months,27.45,128.72,F,A4,3 years,MORTGAGE,28874.04,Verified,other,TX,4.31,2.0,Feb-1993,720.0,4.0,51.0,11.0,2.0,1173.0,94.7,26.0,Joint App,3.0,0.0,724.0
Charged Off,Sep-2015,18500.0,12000.0, 60 months,6.09,86.96,A,C1,< 1 year,MORTGAGE,25639.51,Not Verified,home_improvement,FL,17.5,3.0,Jul-1991,840.0,5.0,74.0,5.0,0.0,9643.74,66.6,18.0,Joint App,1.0,0.0,844.0
Fully Paid,Mar-2013,5000.0,39500.0, 36 months,15.45,990.98,B,C3,1 year,OWN,14708.06,Source Verified,debt_consolidation,TX,22.59,0.0,Apr-1993,670.0,1.0,1.0,8.0,0.0,1299.17,85.7,39.0,Individual,0.0,1.0,674.0
Fully Paid,Feb-2015,31500.0,25500.0, 60 months,29.5,528.35,A,F3,5 years,OWN,31767.28,Verified,home_improvement,NY,5.55,3.0,Mar-1992,705.0,3.0,24.0,13.0,2.0,56823.76,56.1,34.0,Joint App,4.0,0.0,709.0
Fully Paid,Nov-2017,36500.0,3500.0, 60 months,6.6,993.53,D,A4,1 year,MORTGAGE,87246.82,Verified,home_improvement,TX,11.73,2.0,Aug-1999,715.0,1.0,109.0,16.0,2.0,59998.62,94.4,36.0,Individual,1.0,1.0,719.0
Charged Off,Feb-2012,28500.0,38000.0, 60 months,24.49,168.21,C,F1,3 years,OWN,22946.05,Source Verified,credit_card,FL,12.24,1.0,Dec-2000,750.0,2.0,118.0,28.0,2.0,45733.82,9.4,16.0,Joint App,4.0,1.0,754.0
Fully Paid,Mar-2017,35000.0,6000.0, 36 months,11.89,1426.28,B,C1,5 years,OWN,26347.44,Not Verified,other,NY,10.45,2.0,Mar-2002,705.0,1.0,77.0,2.0,0.0,6487.69,86.4,44.0,Individual,4.0,0.0,709.0
Fully Paid,May-2015,35000.0,24000.0, 36 months,27.49,1130.32,C,E4,1 year,OWN,175349.98,Not Verified,other,TX,18.43,2.0,Oct-1998,835.0,4.0,62.0,27.0,2.0,53936.73,5.6,14.0,Joint App,0.0,0.0,839.0
Fully Paid,Nov-2016,32500.0,32000.0, 36 months,24.4,1318.11,G,D4,5 years,RENT,40867.99,Verified,credit_card,FL,26.12,3.0,Jul-1993,660.0,5.0,69.0,11.0,1.0,44626.57,33.9,50.0,Joint App,3.0,1.0,664.0
Fully Paid,Jul-2016,20500.0,10500.0, 60 months,27.97,230.61,D,C5,1 year,MORTGAGE,72593.28,Not Verified,credit_card,NY,20.38,0.0,Jun-1990,835.0,1.0,44.0,22.0,2.0,19934.67,13.5,27.0,Individual,3.0,0.0,839.0
Fully Paid,Dec-2014,4500.0,11500.0, 36 months,10.83,500.64,F,G2,< 1 year,RENT,88026.25,Not Verified,debt_consolidation,NY,8.06,0.0,Apr-2004,755.0,1.0,24.0,20.0,2.0,30136.67,47.9,26.0,Individual,0.0,0.0,759.0
Charged Off,Feb-2014,1000.0,19500.0, 36 months,18.9,571.47,G,B5,1 year,RENT,89100.09,Verified,debt_consolidation,IL,4.12,2.0,Sep-2009,665.0,4.0,45.0,29.0,1.0,39705.56,23.2,25.0,Joint App,1.0,0.0,669.0
Charged Off,Apr-2016,9000.0,35500.0, 36 months,25.25,819.64,G,A2,3 years,MORTGAGE,24019.26,Verified,credit_card,NY,32.87,1.0,Aug-1995,680.0,2.0,83.0,5.0,0.0,1443.03,95.2,27.0,Joint App,2.0,1.0,684.0
Current,Dec-2012,18000.0,9500.0, 36 months,11.59,466.4,C,F4,< 1 year,OWN,52123.14,Not Verified,credit_card,TX,19.17,0.0,Feb-1994,675.0,3.0,79.0,29.0,2.0,30092.45,55.9,41.0,Individual,0.0,0.0,679.0
Charged Off,Dec-2015,30000.0,27000.0, 36 months,11.21,119.13,G,E1,10+ years,OWN,22676.03,Source Verified,credit_card,CA,2.49,1.0,Apr-1996,710.0,4.0,81.0,3.0,1.0,43943.73,89.8,31.0,Joint App,3.0,0.0,714.0
Charged Off,Aug-2012,19000.0,18500.0, 60 months,6.0,572.25,G,G5,3 years,RENT,259832.04,Not Verified,debt_consolidation,IL,10.32,2.0,Apr-1994,720.0,0.0,73.0,26.0,1.0,11293.52,27.8,11.0,Individual,1.0,0.0,724.0
Fully Paid,Jun-2016,1500.0,5000.0, 60 months,29.84,404.19,G,D2,< 1 year,RENT,22995.98,Verified,credit_card,TX,32.16,0.0,Jun-1994,775.0,5.0,7.0,20.0,1.0,26627.43,2.6,35.0,Joint App,4.0,1.0,779.0
Current,Apr-2016,9000.0,29000.0, 36 months,23.48,597.3,C,A5,10+ years,MORTGAGE,31929.83,Verified,home_improvement,FL,30.07,3.0,Dec-1999,715.0,2.0,75.0,15.0,2.0,31951.81,77.6,18.0,Individual,4.0,0.0,719.0
Fully Paid,Jul-2012,39500.0,33500.0, 36 months,21.57,319.53,B,A2,10+ years,OWN,32068.82,Verified,credit_card,FL,35.03,1.0,Oct-2005,790.0,3.0,105.0,13.0,0.0,44133.92,70.2,10.0,Individual,3.0,0.0,794.0
Fully Paid,Mar-2017,40000.0,23500.0, 36 months,24.35,414.99,E,D4,< 1 year,RENT,24391.83,Verified,home_improvement,NY,24.08,0.0,Apr-2004,710.0,2.0,77.0,4.0,2.0,57867.22,54.5,51.0,Joint App,0.0,0.0,714.0
Charged Off,Nov-2014,15500.0,7500.0, 60 months,18.91,951.62,G,B3,< 1 year,MORTGAGE,134801.2,Source Verified,credit_card,NY,16.92,0.0,Apr-2009,705.0,4.0,69.0,24.0,1.0,50896.53,81.5,21.0,Joint App,0.0,1.0,709.0
Fully Paid,May-2017,32500.0,7000.0, 36 months,17.49,600.59,G,G1,1 year,OWN,256137.26,Verified,home_improvement,FL,17.07,3.0,Mar-1997,710.0,3.0,26.0,22.0,0.0,37291.11,84.0,37.0,Individual,0.0,0.0,714.0
Fully Paid,Apr-2012,29000.0,17500.0, 60 months,16.81,537.71,D,A1,3 years,MORTGAGE,45005.97,Not Verified,home_improvement,IL,7.76,0.0,Nov-1999,720.0,1.0,95.0,28.0,0.0,35018.44,58.8,13.0,Individual,2.0,0.0,724.0
Current,Mar-2013,37500.0,21000.0, 36 months,21.7,814.84,B,G4,5 years,OWN,27112.39,Source Verified,other,CA,26.03,1.0,Aug-1997,810.0,1.0,54.0,22.0,1.0,36191.2,96.6,23.0,Individual,3.0,0.0,814.0
Current,May-2015,36000.0,22500.0, 36 months,10.46,1164.63,C,B1,3 years,OWN,15644.03,Not Verified,debt_consolidation,IL,23.4,2.0,Nov-1990,705.0,5.0,31.0,28.0,2.0,32710.72,72.0,25.0,Individual,0.0,1.0,709.0
Current,Apr-2013,25500.0,10500.0, 60 months,28.03,586.94,E,A2,5 years,MORTGAGE,51716.63,Source Verified,other,IL,6.19,2.0,Oct-1997,710.0,3.0,58.0,26.0,1.0,3561.77,67.7,11.0,Joint App,3.0,0.0,714.0
Fully Paid,Apr-2014,16500.0,20500.0, 60 months,26.08,893.65,D,B3,< 1 year,MORTGAGE,49522.42,Verified,credit_card,CA,35.43,1.0,Mar-1995,835.0,1.0,14.0,13.0,0.0,41897.78,36.1,58.0,Individual,0.0,0.0,839.0
Fully Paid,Jul-2016,25500.0,12500.0, 60 months,14.25,1450.32,C,B2,5 years,RENT,40506.69,Source Verified,debt_consolidation,CA,14.74,0.0,Aug-1999,780.0,0.0,111.0,21.0,1.0,42980.21,0.2,21.0,Joint App,1.0,1.0,784.0
Current,Dec-2012,13500.0,28000.0, 60 months,20.11,797.31,C,C1,10+ years,MORTGAGE,68379.28,Verified,home_improvement,FL,1.99,2.0,Mar-1993,695.0,0.0,84.0,9.0,0.0,30748.82,24.1,36.0,Individual,2.0,1.0,699.0
Fully Paid,Aug-2016,14500.0,32000.0, 60 months,8.91,1367.4,A,C4,3 years,MORTGAGE,75894.83,Not Verified,debt_consolidation,IL,13.12,1.0,Nov-2004,820.0,5.0,39.0,24.0,0.0,52223.26,76.4,35.0,Individual,4.0,1.0,824.0
Current,Sep-2012,25000.0,26500.0, 60 months,30.19,1196.7,C,D4,3 years,OWN,72682.07,Not Verified,debt_consolidation,NY,34.79,0.0,Dec-2006,690.0,5.0,95.0,19.0,2.0,40346.21,71.0,28.0,Joint App,3.0,0.0,694.0
Fully Paid,Mar-2013,23500.0,1000.0, 36 months,28.41,116.32,E,D4,1 year,RENT,49529.57,Verified,other,FL,36.68,0.0,Apr-2009,685.0,2.0,6.0,14.0,2.0,21759.88,33.1,36.0,Individual,2.0,1.0,689.0
Fully Paid,Jan-2016,23500.0,40000.0, 36 months,28.9,660.78,B,A5,10+ years,RENT,30915.93,Source Verified,debt_consolidation,IL,19.62,2.0,Sep-1991,740.0,1.0,46.0,19.0,0.0,1181.66,62.6,35.0,Individual,0.0,0.0,744.0
Fully Paid,Jun-2017,16000.0,1500.0, 36 months,13.8,1056.53,G,A1,< 1 year,RENT,89277.06,Source Verified,home_improvement,NY,38.25,0.0,May-1992,785.0,2.0,78.0,9.0,1.0,3549.7,19.5,8.0,Individual,1.0,1.0,789.0
Current,Feb-2013,17000.0,40000.0, 36 months,9.63,1480.47,A,B3,1 year,RENT,60325.38,Verified,debt_consolidation,NY,35.01,1.0,May-2009,695.0,0.0,2.0,19.0,1.0,21107.9,26.4,41.0,Individual,3.0,0.0,699.0
Fully Paid,Jan-2014,1000.0,2000.0, 36 months,10.72,703.81,E,B2,< 1 year,MORTGAGE,102029.22,Verified,debt_consolidation,IL,33.01,0.0,Jan-2007,795.0,3.0,85.0,15.0,1.0,27726.32,94.7,10.0,Joint App,0.0,0.0,799.0
Fully Paid,Apr-2018,24500.0,21000.0, 36 months,7.6,166.39,D,A5,10+ years,MORTGAGE,96186.6,Not Verified,debt_consolidation,NY,34.39,3.0,Oct-2001,685.0,3.0,98.0,11.0,2.0,10012.27,41.3,28.0,Joint App,3.0,1.0,689.0
Fully Paid,Oct-2018,23500.0,5000.0, 36 months,8.37,856.15,F,C3,3 years,OWN,25512.98,Verified,debt_consolidation,TX,15.28,2.0,Jun-1996,800.0,5.0,71.0,29.0,0.0,11359.7,24.5,24.0,Individual,3.0,1.0,804.0
Fully Paid,Dec-2015,37500.0,4500.0, 60 months,7.13,216.05,G,D1,10+ years,OWN,25322.96,Source Verified,credit_card,TX,30.26,3.0,May-2000,675.0,1.0,24.0,3.0,2.0,13812.68,48.7,29.0,Individual,3.0,0.0,679.0
Fully Paid,Jan-2015,20500.0,27500.0, 36 months,30.64,1134.73,D,C4,5 years,MORTGAGE,38050.73,Verified,credit_card,TX,23.09,0.0,Oct-2000,745.0,1.0,89.0,23.0,1.0,46830.8,38.7,8.0,Individual,1.0,0.0,749.0
Current,May-2014,19000.0,29500.0, 60 months,7.2,776.29,E,C1,3 years,OWN,31768.83,Source Verified,debt_consolidation,NY,28.79,1.0,Jan-2007,775.0,0.0,40.0,7.0,0.0,46277.27,73.0,43.0,Individual,1.0,1.0,779.0
Fully Paid,Mar-2016,3500.0,5500.0, 36 months,8.69,1093.44,E,D2,3 years,OWN,94197.7,Verified,credit_card,FL,7.11,1.0,Aug-2000,705.0,2.0,88.0,8.0,2.0,22976.34,96.2,27.0,Individual,0.0,1.0,709.0
Current,Jan-2016,8500.0,39500.0, 60 months,26.48,1307.96,D,D4,1 year,OWN,73923.48,Source Verified,credit_card,FL,29.26,2.0,Jul-1990,770.0,3.0,75.0,6.0,2.0,10341.86,59.2,7.0,Individual,1.0,0.0,774.0
Current,Jan-2014,14000.0,13500.0, 60 months,20.15,954.55,B,C3,3 years,RENT,115787.33,Source Verified,home_improvement,NY,38.3,3.0,Jan-2004,785.0,0.0,11.0,4.0,1.0,6654.5,59.1,4.0,Joint App,2.0,1.0,789.0
Fully Paid,Feb-2012,15500.0,13500.0, 36 months,25.13,930.29,D,B4,5 years,RENT,75954.68,Source Verified,other,TX,12.11,0.0,Aug-2005,780.0,4.0,11.0,5.0,2.0,5227.76,36.5,34.0,Individual,0.0,1.0,784.0
Fully Paid,Jan-2013,15000.0,12500.0, 36 months,21.45,1139.22,B,C3,10+ years,OWN,67859.17,Source Verified,home_improvement,CA,39.45,3.0,Dec-1995,730.0,2.0,1.0,25.0,0.0,23476.76,56.5,41.0,Joint App,2.0,0.0,734.0
Charged Off,Jul-2018,16500.0,19000.0, 60 months,27.88,1268.41,D,A5,3 years,MORTGAGE,122987.48,Verified,other,NY,15.14,2.0,May-1992,800.0,4.0,8.0,27.0,1.0,2732.55,31.9,34.0,Joint App,1.0,0.0,804.0
Fully Paid,Nov-2014,31000.0,8000.0, 60 months,21.64,1307.51,E,D3,10+ years,RENT,79366.88,Source Verified,debt_consolidation,IL,7.99,3.0,Nov-1992,795.0,2.0,35.0,18.0,1.0,20018.1,0.1,44.0,Individual,2.0,0.0,799.0
Fully Paid,Apr-2015,6000.0,17500.0, 36 months,18.67,83.55,B,G1,10+ years,RENT,62371.3,Not Verified,debt_consolidation,TX,4.49,0.0,Nov-2006,720.0,0.0,3.0,2.0,2.0,57691.99,86.6,46.0,Individual,1.0,0.0,724.0
Current,Mar-2015,14000.0,9000.0, 60 months,23.55,847.6,B,C1,3 years,RENT,145549.54,Source Verified,other,FL,31.4,3.0,Dec-1998,795.0,0.0,112.0,26.0,1.0,30450.28,42.9,52.0,Individual,4.0,0.0,799.0
Current,May-2017,7000.0,3000.0, 60 months,16.75,347.92,F,A4,3 years,MORTGAGE,64158.29,Verified,credit_card,IL,22.19,1.0,Aug-2000,825.0,3.0,109.0,18.0,2.0,49358.68,49.2,59.0,Individual,1.0,0.0,829.0
Current,Jun-2012,13000.0,15500.0, 36 months,14.16,1294.71,C,E1,< 1 year,OWN,49881.01,Not Verified,other,FL,12.29,1.0,Apr-2009,810.0,3.0,20.0,16.0,0.0,7755.96,8.4,53.0,Individual,4.0,0.0,814.0
Fully Paid,Jul-2012,28000.0,27500.0, 36 months,17.27,983.14,B,A2,1 year,OWN,36217.8,Not Verified,credit_card,FL,24.34,0.0,Mar-1991,795.0,4.0,37.0,28.0,1.0,16084.73,83.7,48.0,Joint App,0.0,0.0,799.0
Charged Off,Nov-2013,2500.0,31000.0, 36 months,9.64,647.73,E,B1,10+ years,OWN,91291.71,Not Verified,debt_consolidation,FL,13.28,3.0,Feb-1994,800.0,5.0,89.0,13.0,0.0,56792.79,17.0,28.0,Individual,0.0,0.0,804.0
Current,Apr-2015,14000.0,14500.0, 60 months,25.69,306.51,F,B2,< 1 year,RENT,125772.54,Not Verified,other,TX,17.93,3.0,Sep-2006,805.0,0.0,79.0,12.0,1.0,23013.11,41.1,32.0,Individual,0.0,0.0,809.0
Fully Paid,Aug-2016,1500.0,13500.0, 60 months,11.97,528.36,F,G3,1 year,MORTGAGE,58084.12,Not Verified,home_improvement,FL,34.51,0.0,Nov-2000,710.0,1.0,69.0,23.0,0.0,38904.37,84.0,38.0,Joint App,2.0,0.0,714.0
Charged Off,May-2015,38500.0,32000.0, 60 months,9.23,1064.55,F,G1,5 years,RENT,131235.59,Not Verified,other,NY,26.73,1.0,Jul-1990,790.0,1.0,118.0,16.0,2.0,58567.61,45.8,13.0,Joint App,4.0,0.0,794.0
Fully Paid,Jan-2015,29500.0,27500.0, 60 months,11.61,330.41,G,D3,1 year,RENT,18361.13,Source Verified,credit_card,IL,30.5,2.0,Feb-2004,695.0,0.0,75.0,22.0,0.0,33047.27,93.1,41.0,Joint App,0.0,1.0,699.0
Fully Paid,May-2018,10500.0,33500.0, 36 months,26.86,167.57,E,E5,10+ years,MORTGAGE,57914.78,Verified,debt_consolidation,CA,23.34,2.0,Oct-1992,725.0,0.0,80.0,21.0,2.0,18320.76,20.9,36.0,Joint App,3.0,1.0,729.0
Fully Paid,Feb-2013,8500.0,36500.0, 36 months,13.75,1335.4,C,E1,5 years,OWN,58450.94,Source Verified,home_improvement,IL,39.66,0.0,Sep-2005,830.0,0.0,60.0,25.0,2.0,31916.91,71.5,33.0,Individual,3.0,0.0,834.0
Fully Paid,Nov-2015,4500.0,33000.0, 36 months,22.86,1153.39,G,E1,< 1 year,RENT,38708.07,Verified,debt_consolidation,IL,9.66,1.0,Jan-2006,710.0,3.0,63.0,10.0,1.0,3278.23,97.8,50.0,Individual,1.0,1.0,714.0
Fully Paid,Sep-2015,19500.0,37500.0, 36 months,27.22,323.7,B,D2,1 year,OWN,250275.26,Not Verified,home_improvement,CA,10.49,1.0,Jul-2006,815.0,0.0,34.0,4.0,2.0,6742.19,55.0,42.0,Individual,1.0,1.0,819.0
Current,Mar-2015,30500.0,17000.0, 60 months,7.29,459.7,C,G5,5 years,RENT,57542.81,Source Verified,credit_card,FL,3.7,1.0,May-1999,735.0,1.0,62.0,15.0,2.0,430.27,69.2,56.0,Individual,4.0,0.0,739.0
Current,Jul-2017,24000.0,16500.0, 60 months,24.88,1458.94,F,F3,10+ years,MORTGAGE,46880.71,Not Verified,other,IL,22.16,3.0,May-1995,695.0,0.0,110.0,20.0,0.0,53052.6,39.3,58.0,Individual,3.0,0.0,699.0
Charged Off,Oct-2013,35500.0,13500.0, 36 months,13.18,1071.03,G,A4,10+ years,MORTGAGE,60814.12,Source Verified,other,TX,24.53,0.0,Sep-2007,675.0,4.0,45.0,24.0,2.0,40276.83,75.1,50.0,Individual,1.0,1.0,679.0
Current,Jul-2018,14500.0,10000.0, 60 months,10.85,927.47,C,C1,10+ years,RENT,18003.33,Source Verified,credit_card,NY,29.04,2.0,Mar-2001,760.0,3.0,15.0,9.0,1.0,17899.79,90.9,20.0,Individual,4.0,1.0,764.0
Current,Apr-2014,11500.0,30500.0, 60 months,22.94,482.21,F,G4,< 1 year,OWN,37952.07,Not Verified,other,IL,13.42,3.0,Oct-2002,740.0,5.0,71.0,22.0,2.0,13269.69,70.3,14.0,Individual,2.0,0.0,744.0
Fully Paid,Sep-2015,19500.0,29000.0, 36 months,28.59,469.71,G,C1,5 years,RENT,108006.21,Source Verified,debt_consolidation,TX,0.49,3.0,Sep-1992,750.0,0.0,94.0,25.0,2.0,40984.6,93.6,20.0,Joint App,0.0,0.0,754.0
Fully Paid,Jul-2015,8500.0,32500.0, 60 months,12.85,88.1,F,B4,< 1 year,OWN,41053.56,Source Verified,debt_consolidation,CA,25.29,3.0,Jul-2002,665.0,1.0,115.0,24.0,2.0,55171.92,58.9,43.0,Individual,4.0,0.0,669.0
Fully Paid,Oct-2017,39500.0,7500.0, 60 months,19.86,1100.87,A,G1,< 1 year,RENT,36412.77,Source Verified,other,NY,39.95,0.0,Aug-2001,705.0,2.0,65.0,24.0,1.0,17948.35,57.7,52.0,Individual,4.0,0.0,709.0
Fully Paid,Dec-2014,8000.0,20000.0, 60 months,12.72,93.47,E,E5,5 years,RENT,131362.42,Not Verified,home_improvement,FL,11.78,0.0,Nov-1995,660.0,3.0,94.0,29.0,0.0,19293.55,30.5,53.0,Joint App,2.0,0.0,664.0
Current,Dec-2013,19500.0,9500.0, 60 months,19.49,37.14,B,D2,3 years,OWN,133806.85,Not Verified,credit_card,TX,7.36,3.0,May-2005,715.0,0.0,30.0,20.0,0.0,51254.44,71.0,42.0,Joint App,3.0,0.0,719.0
Fully Paid,Feb-2012,21500.0,36000.0, 36 months,21.22,1102.36,F,C1,5 years,MORTGAGE,81649.77,Verified,debt_consolidation,NY,11.27,2.0,Sep-1992,830.0,1.0,50.0,12.0,0.0,53602.55,88.2,42.0,Individual,1.0,0.0,834.0
Fully Paid,Jun-2014,3000.0,11500.0, 60 months,20.92,1424.84,A,A2,10+ years,MORTGAGE,45566.57,Source Verified,credit_card,FL,17.02,2.0,Jun-2004,685.0,2.0,50.0,14.0,2.0,54842.19,64.6,57.0,Individual,4.0,0.0,689.0
Fully Paid,Aug-2017,19500.0,6500.0, 36 months,21.26,1142.06,G,C1,< 1 year,RENT,51860.74,Source Verified,home_improvement,CA,10.04,1.0,Apr-2009,785.0,0.0,39.0,22.0,1.0,17589.25,23.3,42.0,Individual,1.0,0.0,789.0
Fully Paid,Jan-2012,18500.0,23500.0, 60 months,8.76,723.31,B,D1,3 years,MORTGAGE,36956.99,Source Verified,other,NY,13.88,2.0,May-2001,660.0,2.0,85.0,8.0,1.0,7218.75,54.4,11.0,Individual,1.0,1.0,664.0
Current,Feb-2018,11000.0,35500.0, 36 months,23.05,744.49,C,G3,10+ years,RENT,32962.84,Verified,other,TX,25.53,0.0,Feb-1992,760.0,4.0,106.0,18.0,1.0,26399.85,75.6,32.0,Individual,2.0,1.0,764.0
Fully Paid,Sep-2015,6000.0,37000.0, 36 months,22.57,671.12,B,C2,3 years,MORTGAGE,31995.49,Not Verified,credit_card,CA,13.8,1.0,Feb-2001,830.0,3.0,39.0,18.0,0.0,17745.89,93.9,24.0,Joint App,1.0,0.0,834.0
Fully Paid,Dec-2012,2500.0,4500.0, 60 months,22.77,507.23,F,B2,3 years,RENT,41322.7,Not Verified,credit_card,NY,15.84,2.0,Aug-2000,720.0,2.0,16.0,20.0,1.0,53032.0,15.7,39.0,Joint App,3.0,1.0,724.0
Fully Paid,Jan-2014,1000.0,13500.0, 36 months,7.2,796.92,C,C5,3 years,OWN,32182.16,Verified,debt_consolidation,IL,1.6,0.0,Feb-2001,695.0,2.0,99.0,13.0,1.0,2198.1,12.7,39.0,Individual,3.0,1.0,699.0
