CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Avg_Open_To_Buy,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
768800262,Existing Customer,47.0,M,0.0,Uneducated,Divorced,$60K - $80K,Silver,17.0,4.0,1.0,1.0,34117.0,1316.0,0.963,3235.0,130.0,0.573,0.745,32801.0,0.981974,0.018026
768800263,Existing Customer,65.0,F,3.0,High School,Unknown,$80K - $120K,Platinum,23.0,3.0,0.0,6.0,33565.4,2302.0,2.778,8548.0,87.0,3.277,0.932,31263.4,0.935578,0.064422
768800264,Attrited Customer,37.0,F,0.0,Graduate,Divorced,$60K - $80K,Gold,32.0,5.0,2.0,3.0,31833.7,1177.0,2.332,11718.0,108.0,1.363,0.47,30656.7,0.090657,0.909343
768800265,Existing Customer,27.0,F,0.0,College,Divorced,$60K - $80K,Platinum,19.0,6.0,3.0,0.0,26424.2,1795.0,1.74,6369.0,88.0,0.184,0.413,24629.2,0.928578,0.071422
768800266,Existing Customer,28.0,F,4.0,Uneducated,Divorced,$80K - $120K,Silver,38.0,4.0,2.0,4.0,21596.7,2212.0,1.438,10100.0,56.0,1.213,0.358,19384.7,0.966414,0.033586
768800267,Existing Customer,43.0,M,4.0,Unknown,Divorced,$80K - $120K,Platinum,13.0,4.0,2.0,0.0,7133.1,1167.0,2.773,5386.0,54.0,3.218,0.616,5966.1,0.895166,0.104834
768800268,Existing Customer,71.0,M,0.0,Uneducated,Married,$120K +,Blue,17.0,5.0,3.0,1.0,19411.0,715.0,2.696,13161.0,101.0,3.393,0.352,18696.0,0.96395,0.03605
768800269,Existing Customer,28.0,M,5.0,Unknown,Unknown,$40K - $60K,Gold,15.0,4.0,3.0,5.0,26755.1,2453.0,2.574,12167.0,121.0,1.814,0.746,24302.1,0.878382,0.121618
768800270,Existing Customer,43.0,M,1.0,College,Married,$60K - $80K,Platinum,26.0,2.0,2.0,3.0,18666.9,571.0,3.394,17767.0,26.0,3.538,0.801,18095.9,0.869701,0.130299
768800271,Existing Customer,31.0,M,1.0,High School,Single,$40K - $60K,Gold,46.0,3.0,1.0,5.0,30157.6,99.0,1.627,1463.0,119.0,3.238,0.876,30058.6,0.916598,0.083402
768800272,Existing Customer,70.0,M,1.0,Graduate,Divorced,$60K - $80K,Platinum,20.0,2.0,2.0,3.0,5065.2,1455.0,2.744,15845.0,117.0,3.053,0.243,3610.2,0.892937,0.107063
768800273,Existing Customer,58.0,M,2.0,Doctorate,Single,Less than $40K,Silver,56.0,3.0,0.0,5.0,14038.7,2484.0,2.932,6628.0,24.0,3.181,0.527,11554.7,0.995422,0.004578
768800274,Existing Customer,62.0,F,1.0,College,Married,$60K - $80K,Blue,24.0,4.0,3.0,3.0,18174.3,217.0,0.719,1697.0,24.0,1.413,0.223,17957.3,0.903278,0.096722
768800275,Existing Customer,60.0,M,2.0,Graduate,Unknown,Less than $40K,Platinum,14.0,2.0,6.0,0.0,15738.5,2138.0,0.143,12908.0,100.0,2.799,0.038,13600.5,0.877034,0.122966
768800276,Existing Customer,57.0,M,1.0,College,Married,$60K - $80K,Blue,27.0,2.0,2.0,0.0,5029.8,2091.0,1.376,3596.0,119.0,2.136,0.708,2938.8,0.878987,0.121013
768800277,Existing Customer,63.0,M,0.0,Unknown,Married,$120K +,Platinum,45.0,5.0,0.0,5.0,6516.4,2339.0,2.913,3670.0,61.0,2.663,0.549,4177.4,0.909588,0.090412
768800278,Attrited Customer,26.0,M,2.0,Uneducated,Unknown,$120K +,Gold,17.0,3.0,4.0,0.0,29144.7,1061.0,0.983,18119.0,93.0,0.658,0.724,28083.7,0.149984,0.850016
768800279,Attrited Customer,67.0,F,4.0,High School,Divorced,$60K - $80K,Platinum,16.0,2.0,0.0,2.0,17460.5,641.0,2.38,4481.0,139.0,2.706,0.088,16819.5,0.011866,0.988134
768800280,Existing Customer,61.0,M,4.0,Graduate,Married,Less than $40K,Silver,50.0,5.0,1.0,0.0,3049.6,1289.0,0.025,10345.0,51.0,3.543,0.996,1760.6,0.876133,0.123867
768800281,Existing Customer,61.0,M,2.0,Unknown,Unknown,$40K - $60K,Platinum,39.0,5.0,1.0,2.0,1983.5,358.0,1.208,4116.0,39.0,1.12,0.994,1625.5,0.876829,0.123171
768800282,Existing Customer,44.0,M,1.0,Doctorate,Unknown,Less than $40K,Blue,28.0,5.0,6.0,4.0,17099.6,2122.0,2.093,2738.0,138.0,3.649,0.465,14977.6,0.923395,0.076605
768800283,Existing Customer,64.0,F,4.0,Unknown,Married,$80K - $120K,Silver,46.0,5.0,6.0,1.0,6875.3,1670.0,0.441,526.0,46.0,1.4,0.866,5205.3,0.812169,0.187831
768800284,Existing Customer,44.0,F,4.0,Unknown,Single,$120K +,Blue,50.0,6.0,3.0,3.0,24762.2,1217.0,3.048,798.0,71.0,0.739,0.244,23545.2,0.931071,0.068929
768800285,Existing Customer,28.0,M,4.0,High School,Single,$60K - $80K,Platinum,28.0,4.0,4.0,6.0,27745.7,1298.0,0.531,9025.0,67.0,0.415,0.738,26447.7,0.900994,0.099006
768800286,Existing Customer,69.0,M,5.0,Graduate,Married,Less than $40K,Gold,37.0,2.0,4.0,0.0,8989.6,1793.0,3.093,8311.0,78.0,2.904,0.879,7196.6,0.890605,0.109395
768800287,Existing Customer,37.0,M,4.0,High School,Married,Less than $40K,Platinum,13.0,6.0,4.0,0.0,21026.0,1317.0,0.736,1210.0,44.0,2.053,0.815,19709.0,0.943851,0.056149
768800288,Existing Customer,30.0,M,5.0,High School,Married,$120K +,Platinum,26.0,2.0,3.0,1.0,6546.7,2114.0,3.381,6793.0,98.0,1.136,0.812,4432.7,0.951651,0.048349
768800289,Existing Customer,55.0,F,2.0,Unknown,Married,$40K - $60K,Silver,39.0,2.0,6.0,5.0,11479.9,2328.0,2.056,5416.0,99.0,2.251,0.463,9151.9,0.969252,0.030748
768800290,Existing Customer,37.0,F,2.0,Unknown,Single,Less than $40K,Blue,21.0,5.0,5.0,2.0,30837.6,2391.0,0.287,10779.0,36.0,1.229,0.82,28446.6,0.874961,0.125039
768800291,Existing Customer,67.0,F,1.0,High School,Single,Less than $40K,Platinum,56.0,6.0,0.0,4.0,19435.7,1561.0,0.222,18391.0,72.0,1.659,0.691,17874.7,0.865408,0.134592
768800292,Attrited Customer,47.0,M,1.0,Doctorate,Married,$40K - $60K,Silver,55.0,3.0,2.0,0.0,30741.4,1869.0,0.255,12942.0,17.0,3.192,0.132,28872.4,0.18156,0.81844
768800293,Existing Customer,26.0,M,4.0,College,Single,$80K - $120K,Blue,24.0,5.0,6.0,5.0,8888.7,783.0,2.006,17018.0,38.0,2.472,0.114,8105.7,0.916361,0.083639
768800294,Attrited Customer,71.0,M,4.0,High School,Married,$120K +,Platinum,30.0,6.0,2.0,0.0,12354.5,95.0,2.753,3965.0,138.0,2.821,0.772,12259.5,0.026335,0.973665
768800295,Attrited Customer,50.0,M,4.0,Unknown,Unknown,$40K - $60K,Platinum,21.0,5.0,1.0,4.0,17016.2,1007.0,1.37,4375.0,75.0,2.159,0.625,16009.2,0.159203,0.840797
768800296,Attrited Customer,38.0,F,1.0,Unknown,Married,$80K - $120K,Silver,35.0,1.0,6.0,1.0,17318.1,2194.0,1.512,14005.0,90.0,3.668,0.519,15124.1,0.160899,0.839101
768800297,Existing Customer,58.0,M,2.0,College,Unknown,Less than $40K,Platinum,18.0,4.0,4.0,6.0,34438.2,336.0,2.004,6082.0,125.0,0.893,0.907,34102.2,0.838008,0.161992
768800298,Existing Customer,51.0,M,1.0,Doctorate,Divorced,Less than $40K,Blue,30.0,2.0,3.0,2.0,5223.6,1374.0,1.812,15766.0,102.0,0.97,0.66,3849.6,0.911142,0.088858
768800299,Existing Customer,27.0,F,5.0,Uneducated,Unknown,Less than $40K,Blue,37.0,6.0,2.0,1.0,29619.3,484.0,2.339,8845.0,113.0,0.342,0.396,29135.3,0.83162,0.16838
768800300,Existing Customer,62.0,M,1.0,Doctorate,Divorced,$120K +,Silver,39.0,1.0,0.0,2.0,30006.9,1080.0,1.604,4119.0,102.0,2.05,0.414,28926.9,0.88145,0.11855
768800301,Existing Customer,45.0,M,0.0,Uneducated,Single,$60K - $80K,Gold,39.0,6.0,2.0,0.0,19736.7,360.0,2.427,15688.0,74.0,2.269,0.605,19376.7,0.932799,0.067201
768800302,Existing Customer,59.0,M,3.0,Unknown,Divorced,$120K +,Blue,22.0,2.0,3.0,1.0,12818.1,1850.0,3.391,10404.0,92.0,2.686,0.76,10968.1,0.898614,0.101386
768800303,Existing Customer,68.0,M,5.0,High School,Single,Less than $40K,Blue,47.0,3.0,6.0,4.0,18613.0,2040.0,1.191,14937.0,47.0,1.241,0.564,16573.0,0.875918,0.124082
768800304,Attrited Customer,55.0,M,5.0,Graduate,Married,Less than $40K,Gold,43.0,2.0,2.0,2.0,11112.2,1909.0,0.042,8639.0,125.0,0.045,0.509,9203.2,0.144506,0.855494
768800305,Existing Customer,58.0,M,0.0,Unknown,Single,$120K +,Platinum,46.0,5.0,1.0,2.0,27870.9,1774.0,0.427,2779.0,33.0,2.339,0.727,26096.9,0.954565,0.045435
768800306,Existing Customer,38.0,M,1.0,Graduate,Single,Less than $40K,Gold,33.0,3.0,2.0,5.0,17920.1,592.0,1.882,12751.0,124.0,3.695,0.705,17328.1,0.905258,0.094742
768800307,Existing Customer,37.0,M,0.0,Graduate,Married,Less than $40K,Platinum,52.0,5.0,6.0,0.0,32063.0,1335.0,1.17,2746.0,124.0,1.09,0.83,30728.0,0.990011,0.009989
768800308,Existing Customer,45.0,M,1.0,Doctorate,Married,$60K - $80K,Platinum,30.0,1.0,3.0,2.0,22035.4,263.0,3.196,12432.0,28.0,0.681,0.063,21772.4,0.884873,0.115127
768800309,Existing Customer,66.0,F,3.0,Graduate,Unknown,$80K - $120K,Gold,48.0,3.0,2.0,1.0,18450.7,942.0,2.133,8000.0,102.0,1.043,0.755,17508.7,0.957615,0.042385
768800310,Existing Customer,51.0,M,1.0,College,Divorced,$40K - $60K,Gold,21.0,6.0,4.0,3.0,24958.8,1273.0,1.769,14737.0,138.0,1.574,0.514,23685.8,0.833587,0.166413
768800311,Existing Customer,42.0,F,0.0,Graduate,Single,$60K - $80K,Platinum,23.0,6.0,4.0,2.0,18107.1,1683.0,2.713,16149.0,84.0,0.928,0.075,16424.1,0.857158,0.142842
768800312,Existing Customer,63.0,F,3.0,Graduate,Unknown,$80K - $120K,Silver,36.0,2.0,2.0,0.0,31357.3,243.0,0.879,7832.0,54.0,1.284,0.679,31114.3,0.867617,0.132383
768800313,Existing Customer,66.0,M,0.0,Unknown,Married,$60K - $80K,Blue,37.0,3.0,6.0,0.0,7539.1,2046.0,2.787,16365.0,124.0,2.361,0.717,5493.1,0.821164,0.178836
768800314,Existing Customer,69.0,F,1.0,Graduate,Single,$40K - $60K,Platinum,45.0,3.0,4.0,5.0,33634.4,1155.0,0.01,2503.0,76.0,1.277,0.524,32479.4,0.900361,0.099639
768800315,Existing Customer,40.0,M,0.0,High School,Unknown,Less than $40K,Silver,26.0,4.0,0.0,0.0,28303.6,2218.0,2.107,2439.0,25.0,1.465,0.794,26085.6,0.838452,0.161548
768800316,Existing Customer,60.0,M,0.0,Doctorate,Divorced,$60K - $80K,Platinum,51.0,4.0,2.0,5.0,29909.3,1328.0,3.178,18368.0,42.0,0.148,0.3,28581.3,0.926837,0.073163
768800317,Existing Customer,54.0,M,2.0,Unknown,Single,$120K +,Silver,27.0,1.0,6.0,6.0,17411.6,1377.0,2.679,10832.0,98.0,3.396,0.202,16034.6,0.838018,0.161982
768800318,Existing Customer,47.0,M,5.0,High School,Single,$80K - $120K,Platinum,36.0,5.0,2.0,3.0,29131.0,1743.0,2.902,8611.0,69.0,1.505,0.351,27388.0,0.824701,0.175299
768800319,Attrited Customer,45.0,M,4.0,Doctorate,Married,$120K +,Blue,54.0,2.0,3.0,2.0,11585.5,2064.0,1.35,3308.0,38.0,1.214,0.41,9521.5,0.120065,0.879935
768800320,Attrited Customer,31.0,M,0.0,College,Married,Less than $40K,Gold,36.0,2.0,4.0,5.0,26641.7,396.0,2.802,5704.0,113.0,0.32,0.696,26245.7,0.04618,0.95382
768800321,Existing Customer,39.0,F,0.0,Doctorate,Married,Less than $40K,Silver,43.0,6.0,4.0,6.0,6083.8,1287.0,1.873,12843.0,25.0,2.346,0.846,4796.8,0.98729,0.01271
768800322,Existing Customer,52.0,M,2.0,High School,Unknown,$60K - $80K,Silver,52.0,5.0,6.0,0.0,11594.7,75.0,2.103,15280.0,38.0,3.196,0.721,11519.7,0.897978,0.102022
768800323,Existing Customer,68.0,F,3.0,Unknown,Divorced,Less than $40K,Silver,55.0,3.0,1.0,6.0,16181.9,1194.0,0.2,16982.0,70.0,0.152,0.174,14987.9,0.80668,0.19332
768800324,Attrited Customer,67.0,F,4.0,College,Single,$60K - $80K,Platinum,34.0,6.0,3.0,6.0,12099.7,2048.0,0.685,7839.0,15.0,0.538,0.366,10051.7,0.119515,0.880485
768800325,Existing Customer,35.0,F,4.0,Unknown,Unknown,$120K +,Silver,31.0,3.0,3.0,0.0,14239.8,2179.0,1.873,8684.0,60.0,0.542,0.158,12060.8,0.911666,0.088334
768800326,Existing Customer,58.0,M,2.0,Uneducated,Married,$40K - $60K,Platinum,21.0,4.0,1.0,0.0,28565.4,713.0,0.2,3445.0,128.0,2.228,0.687,27852.4,0.802995,0.197005
768800327,Existing Customer,30.0,F,1.0,Unknown,Married,$60K - $80K,Silver,36.0,2.0,4.0,5.0,9928.3,972.0,2.521,2003.0,132.0,3.409,0.248,8956.3,0.972248,0.027752
768800328,Existing Customer,58.0,F,0.0,College,Single,$80K - $120K,Blue,53.0,2.0,0.0,0.0,26090.4,1388.0,2.856,8380.0,123.0,1.62,0.525,24702.4,0.923994,0.076006
768800329,Existing Customer,42.0,F,0.0,High School,Unknown,Less than $40K,Platinum,34.0,3.0,3.0,4.0,3876.2,996.0,3.129,10922.0,52.0,1.272,0.792,2880.2,0.948938,0.051062
768800330,Existing Customer,47.0,M,0.0,Unknown,Divorced,$120K +,Blue,28.0,4.0,2.0,0.0,26767.1,448.0,0.346,2385.0,18.0,2.834,0.671,26319.1,0.898784,0.101216
768800331,Existing Customer,60.0,F,5.0,Doctorate,Unknown,$40K - $60K,Silver,17.0,5.0,1.0,4.0,27636.5,767.0,3.195,7853.0,115.0,2.748,0.298,26869.5,0.92368,0.07632
768800332,Existing Customer,46.0,F,1.0,Graduate,Married,$120K +,Platinum,30.0,3.0,5.0,1.0,14725.4,1017.0,0.23,12042.0,58.0,0.913,0.333,13708.4,0.851494,0.148506
768800333,Attrited Customer,64.0,M,4.0,College,Unknown,$80K - $120K,Platinum,23.0,6.0,1.0,0.0,25336.1,1306.0,1.612,15085.0,107.0,0.595,0.653,24030.1,0.093898,0.906102
768800334,Existing Customer,51.0,M,3.0,Uneducated,Married,Less than $40K,Platinum,55.0,4.0,1.0,0.0,31708.9,2318.0,2.857,17379.0,25.0,1.324,0.549,29390.9,0.880144,0.119856
768800335,Existing Customer,73.0,M,3.0,College,Married,$80K - $120K,Silver,36.0,1.0,5.0,1.0,27924.0,1371.0,0.239,6627.0,96.0,2.87,0.096,26553.0,0.832465,0.167535
768800336,Existing Customer,56.0,F,2.0,Unknown,Divorced,Less than $40K,Platinum,19.0,5.0,6.0,3.0,14353.2,974.0,0.062,7551.0,86.0,2.572,0.874,13379.2,0.811183,0.188817
768800337,Existing Customer,40.0,M,4.0,Unknown,Married,$60K - $80K,Silver,15.0,4.0,0.0,0.0,17454.8,1663.0,0.085,16236.0,129.0,2.464,0.513,15791.8,0.927234,0.072766
768800338,Existing Customer,63.0,M,0.0,Graduate,Unknown,$120K +,Gold,50.0,3.0,1.0,5.0,27217.6,1946.0,1.738,12971.0,23.0,3.069,0.473,25271.6,0.996676,0.003324
768800339,Attrited Customer,45.0,F,0.0,Unknown,Unknown,$120K +,Gold,53.0,3.0,4.0,4.0,11116.4,1084.0,2.759,5429.0,63.0,1.025,0.198,10032.4,0.142762,0.857238
768800340,Existing Customer,51.0,M,2.0,Uneducated,Divorced,$120K +,Blue,46.0,2.0,5.0,2.0,28028.8,1231.0,0.433,12825.0,138.0,1.257,0.377,26797.8,0.940421,0.059579
768800341,Attrited Customer,32.0,M,2.0,Doctorate,Single,$60K - $80K,Silver,18.0,4.0,6.0,6.0,12289.9,548.0,0.424,3341.0,60.0,0.157,0.333,11741.9,0.181119,0.818881
768800342,Existing Customer,31.0,F,3.0,Doctorate,Married,$60K - $80K,Silver,17.0,4.0,3.0,4.0,28098.6,2177.0,1.933,8581.0,95.0,3.214,0.271,25921.6,0.944566,0.055434
768800343,Existing Customer,53.0,F,4.0,Uneducated,Divorced,$40K - $60K,Silver,21.0,3.0,0.0,4.0,4309.2,2182.0,0.797,6018.0,30.0,2.155,0.567,2127.2,0.86785,0.13215
768800344,Existing Customer,34.0,F,3.0,Uneducated,Divorced,$120K +,Silver,46.0,2.0,6.0,1.0,2906.6,440.0,2.483,18352.0,104.0,1.103,0.462,2466.6,0.920244,0.079756
768800345,Existing Customer,73.0,F,1.0,Uneducated,Unknown,$60K - $80K,Gold,46.0,3.0,1.0,4.0,34439.1,871.0,3.229,1137.0,45.0,0.257,0.889,33568.1,0.815953,0.184047
768800346,Attrited Customer,67.0,M,1.0,Unknown,Divorced,$80K - $120K,Blue,49.0,3.0,0.0,3.0,30197.9,684.0,2.605,15910.0,84.0,2.677,0.941,29513.9,0.190941,0.809059
768800347,Existing Customer,59.0,F,4.0,Uneducated,Married,$40K - $60K,Blue,17.0,3.0,4.0,6.0,30640.8,2323.0,2.982,5565.0,124.0,2.77,0.219,28317.8,0.883508,0.116492
768800348,Existing Customer,61.0,F,1.0,Graduate,Married,$80K - $120K,Platinum,19.0,2.0,4.0,3.0,32904.4,164.0,1.767,1161.0,95.0,2.465,0.1,32740.4,0.840364,0.159636
768800349,Existing Customer,54.0,M,3.0,Uneducated,Unknown,$40K - $60K,Silver,52.0,4.0,0.0,4.0,15936.6,522.0,2.83,12375.0,71.0,0.754,0.785,15414.6,0.9907,0.0093
768800350,Existing Customer,28.0,M,3.0,Graduate,Married,$80K - $120K,Gold,53.0,2.0,1.0,2.0,10925.9,792.0,0.622,12697.0,34.0,3.379,0.995,10133.9,0.99912,0.00088
768800351,Existing Customer,44.0,M,4.0,Uneducated,Unknown,Less than $40K,Gold,44.0,4.0,4.0,0.0,5739.0,1410.0,0.232,3067.0,54.0,2.787,0.864,4329.0,0.874187,0.125813
768800352,Existing Customer,49.0,M,4.0,High School,Married,Less than $40K,Gold,17.0,1.0,1.0,0.0,18017.0,626.0,2.23,1198.0,120.0,2.434,0.024,17391.0,0.941846,0.058154
768800353,Existing Customer,69.0,M,2.0,High School,Divorced,$40K - $60K,Silver,16.0,3.0,4.0,6.0,8716.8,1351.0,0.177,2511.0,38.0,2.408,0.251,7365.8,0.881554,0.118446
768800354,Existing Customer,36.0,M,1.0,Doctorate,Unknown,$60K - $80K,Silver,15.0,5.0,2.0,5.0,32384.2,1881.0,3.034,7859.0,95.0,3.346,0.043,30503.2,0.827902,0.172098
768800355,Existing Customer,49.0,F,2.0,High School,Single,$80K - $120K,Platinum,43.0,5.0,4.0,2.0,1570.4,2086.0,2.351,2889.0,73.0,3.435,0.821,-515.6,0.867385,0.132615
768800356,Existing Customer,42.0,M,2.0,College,Married,$40K - $60K,Platinum,50.0,5.0,3.0,4.0,6174.7,249.0,3.237,13147.0,51.0,2.204,0.581,5925.7,0.846674,0.153326
768800357,Existing Customer,32.0,F,1.0,Doctorate,Unknown,Less than $40K,Silver,40.0,5.0,2.0,0.0,9590.9,349.0,1.067,1903.0,103.0,1.542,0.514,9241.9,0.865616,0.134384
768800358,Existing Customer,30.0,F,3.0,Doctorate,Married,$40K - $60K,Gold,24.0,1.0,2.0,0.0,8019.1,239.0,1.653,14690.0,57.0,1.346,0.554,7780.1,0.843004,0.156996
768800359,Existing Customer,43.0,F,1.0,Uneducated,Divorced,$60K - $80K,Platinum,46.0,3.0,4.0,3.0,8906.3,2291.0,2.522,16231.0,47.0,3.031,0.252,6615.3,0.822469,0.177531
768800360,Attrited Customer,29.0,F,3.0,Graduate,Unknown,$60K - $80K,Blue,15.0,4.0,3.0,4.0,23138.7,1641.0,0.825,13395.0,78.0,2.385,0.602,21497.7,0.069639,0.930361
768800361,Existing Customer,29.0,M,4.0,Unknown,Divorced,$80K - $120K,Platinum,49.0,5.0,4.0,6.0,12271.4,1338.0,1.842,17480.0,108.0,0.286,0.031,10933.4,0.981151,0.018849
768800362,Existing Customer,42.0,F,5.0,Unknown,Married,$40K - $60K,Silver,52.0,4.0,4.0,5.0,21781.8,1991.0,2.242,17392.0,122.0,0.526,0.646,19790.8,0.817044,0.182956
768800363,Existing Customer,35.0,M,0.0,College,Unknown,$80K - $120K,Platinum,44.0,6.0,1.0,1.0,30886.0,1475.0,3.328,1346.0,91.0,3.331,0.734,29411.0,0.864951,0.135049
768800364,Existing Customer,52.0,F,4.0,High School,Married,$80K - $120K,Gold,51.0,2.0,6.0,5.0,21369.4,592.0,2.532,6656.0,96.0,3.273,0.673,20777.4,0.90569,0.09431
768800365,Existing Customer,26.0,M,0.0,High School,Divorced,$80K - $120K,Platinum,38.0,1.0,3.0,3.0,24411.8,1284.0,0.402,14172.0,112.0,3.522,0.332,23127.8,0.870903,0.129097
768800366,Existing Customer,40.0,M,2.0,Graduate,Divorced,$60K - $80K,Blue,33.0,1.0,5.0,5.0,13528.1,1770.0,1.616,6615.0,45.0,1.583,0.826,11758.1,0.903521,0.096479
768800367,Existing Customer,47.0,F,1.0,High School,Single,$120K +,Blue,27.0,4.0,6.0,1.0,6721.8,90.0,2.002,13760.0,42.0,2.901,0.716,6631.8,0.808684,0.191316
768800368,Existing Customer,72.0,M,0.0,Unknown,Single,$40K - $60K,Platinum,53.0,4.0,6.0,0.0,12042.3,1526.0,0.499,14428.0,72.0,3.064,0.128,10516.3,0.929714,0.070286
768800369,Attrited Customer,56.0,F,1.0,Graduate,Married,$80K - $120K,Gold,43.0,2.0,4.0,0.0,33334.5,1251.0,1.469,18429.0,92.0,1.168,0.195,32083.5,0.140411,0.859589
768800370,Existing Customer,68.0,M,0.0,Graduate,Unknown,Less than $40K,Gold,21.0,5.0,5.0,6.0,22006.3,175.0,0.966,6439.0,93.0,0.538,0.637,21831.3,0.936193,0.063807
768800371,Existing Customer,42.0,M,4.0,Unknown,Married,Less than $40K,Blue,55.0,5.0,3.0,0.0,10617.5,663.0,0.404,6762.0,29.0,3.689,0.289,9954.5,0.913452,0.086548
768800372,Existing Customer,47.0,F,0.0,Doctorate,Single,$120K +,Blue,15.0,3.0,5.0,6.0,16353.4,1129.0,1.741,946.0,111.0,0.112,0.119,15224.4,0.887581,0.112419
768800373,Existing Customer,46.0,F,2.0,Graduate,Divorced,$60K - $80K,Platinum,38.0,2.0,2.0,5.0,29075.1,862.0,0.563,5642.0,57.0,2.21,0.155,28213.1,0.870028,0.129972
768800374,Existing Customer,68.0,M,4.0,Uneducated,Divorced,$80K - $120K,Silver,21.0,5.0,4.0,1.0,23548.8,730.0,2.008,5552.0,124.0,2.406,0.166,22818.8,0.845287,0.154713
768800375,Existing Customer,72.0,M,5.0,College,Divorced,$80K - $120K,Gold,42.0,5.0,0.0,6.0,19983.3,1634.0,0.577,8654.0,104.0,2.523,0.478,18349.3,0.900014,0.099986
768800376,Attrited Customer,72.0,M,5.0,College,Divorced,$80K - $120K,Silver,31.0,2.0,6.0,1.0,30717.4,1018.0,2.46,8080.0,137.0,0.946,0.607,29699.4,0.059218,0.940782
768800377,Existing Customer,62.0,F,0.0,Unknown,Divorced,$40K - $60K,Silver,32.0,2.0,1.0,1.0,23681.0,1253.0,0.664,15906.0,92.0,2.67,0.176,22428.0,0.865648,0.134352
768800378,Existing Customer,50.0,F,5.0,Unknown,Unknown,Less than $40K,Blue,42.0,3.0,4.0,4.0,22698.2,2010.0,3.047,14418.0,78.0,0.801,0.712,20688.2,0.935574,0.064426
768800379,Existing Customer,51.0,M,3.0,Unknown,Single,Less than $40K,Platinum,46.0,4.0,0.0,2.0,7715.2,234.0,0.089,13606.0,34.0,3.067,0.281,7481.2,0.821743,0.178257
768800380,Existing Customer,73.0,M,1.0,High School,Unknown,$120K +,Platinum,29.0,1.0,1.0,2.0,4957.1,906.0,1.775,603.0,61.0,0.811,0.312,4051.1,0.812578,0.187422
768800381,Attrited Customer,39.0,M,2.0,Graduate,Unknown,$40K - $60K,Blue,56.0,6.0,6.0,1.0,33363.0,183.0,1.088,8987.0,121.0,2.578,0.223,33180.0,0.174398,0.825602
768800382,Existing Customer,42.0,M,5.0,College,Unknown,$60K - $80K,Silver,34.0,3.0,5.0,4.0,21247.0,2335.0,0.765,13624.0,59.0,2.899,0.785,18912.0,0.879555,0.120445
768800383,Existing Customer,69.0,F,2.0,High School,Unknown,$60K - $80K,Gold,20.0,3.0,1.0,0.0,15188.0,467.0,1.603,4906.0,16.0,0.699,0.96,14721.0,0.960365,0.039635
768800384,Existing Customer,44.0,F,1.0,Uneducated,Unknown,Less than $40K,Silver,13.0,1.0,0.0,1.0,20921.6,2064.0,2.863,8146.0,41.0,0.881,0.492,18857.6,0.987462,0.012538
768800385,Attrited Customer,37.0,M,5.0,High School,Married,$60K - $80K,Gold,21.0,6.0,5.0,3.0,3482.6,480.0,3.112,13578.0,87.0,2.883,0.042,3002.6,0.175482,0.824518
768800386,Existing Customer,52.0,F,5.0,Unknown,Unknown,Less than $40K,Silver,43.0,2.0,6.0,3.0,28632.3,815.0,1.031,14791.0,91.0,0.318,0.261,27817.3,0.885119,0.114881
768800387,Attrited Customer,41.0,M,5.0,High School,Divorced,Less than $40K,Blue,36.0,6.0,1.0,4.0,8604.2,1531.0,0.524,15870.0,137.0,0.706,0.158,7073.2,0.025676,0.974324
768800388,Existing Customer,68.0,M,5.0,High School,Single,Less than $40K,Silver,27.0,3.0,4.0,1.0,28050.8,2093.0,2.448,8235.0,131.0,1.685,0.843,25957.8,0.921723,0.078277
768800389,Attrited Customer,69.0,M,5.0,Graduate,Divorced,$120K +,Gold,34.0,6.0,1.0,4.0,19114.2,447.0,1.979,7699.0,79.0,3.442,0.085,18667.2,0.040328,0.959672
768800390,Existing Customer,40.0,M,2.0,High School,Single,$60K - $80K,Blue,49.0,2.0,5.0,5.0,10586.4,536.0,0.683,7389.0,82.0,2.079,0.966,10050.4,0.924469,0.075531
768800391,Existing Customer,51.0,M,1.0,College,Divorced,$120K +,Platinum,38.0,1.0,2.0,2.0,2437.3,2220.0,2.585,12527.0,114.0,1.434,0.589,217.3,0.864356,0.135644
768800392,Existing Customer,73.0,F,3.0,Uneducated,Unknown,$60K - $80K,Blue,15.0,5.0,0.0,1.0,28424.1,810.0,1.764,8051.0,16.0,3.62,0.518,27614.1,0.81275,0.18725
768800393,Existing Customer,61.0,F,1.0,Unknown,Married,$40K - $60K,Blue,15.0,5.0,2.0,3.0,7274.9,528.0,2.222,7703.0,87.0,1.716,0.847,6746.9,0.842001,0.157999
